0,24.393
0.002,23.979
0.004,4.3237
0.006,6.179
0.008,5.5502
0.01,13.746
0.012,8.4855
0.014,7.4357
0.016,20.308
0.018,12.868
0.02,6.7125
0.022,-2.2687
0.024,12.147
0.026,4.9312
0.028,20.286
0.03,3.8756
0.032,14.652
0.034,-4.9799
0.036,17.577
0.038,18.983
0.04,3.1301
0.042,21.492
0.044,-2.7475
0.046,6.7488
0.048,7.8553
0.05,6.3133
0.052,5.967
0.054,17.342
0.056,15.578
0.058,12.52
0.06,9.2677
0.062,3.8341
0.064,11.795
0.066,8.8632
0.068,11.763
0.07,14.268
0.072,9.4371
0.074,9.2623
0.076,14.4
0.078,3.5887
0.08,7.2342
0.082,3.3834
0.084,17.606
0.086,11.36
0.088,24.134
0.09,6.6762
0.092,16.176
0.094,9.2533
0.096,1.1105
0.098,5.8592
0.1,5.6657
0.102,20.649
0.104,11.941
0.106,19.06
0.108,-1.5215
0.11,16
0.112,9.8472
0.114,13.265
0.116,15.671
0.118,7.019
0.12,8.8525
0.122,-1.0498
0.124,12.858
0.126,18.082
0.128,10.602
0.13,12.914
0.132,7.2546
0.134,19.877
0.136,12.919
0.138,6.4464
0.14,10.864
0.142,14.033
0.144,3.7473
0.146,12.663
0.148,13.933
0.15,22.329
0.152,9.0218
0.154,10.789
0.156,6.2085
0.158,13.68
0.16,9.1496
0.162,9.9559
0.164,5.6362
0.166,13.822
0.168,9.4571
0.17,10.094
0.172,2.7143
0.174,18.499
0.176,15.48
0.178,15.288
0.18,20.024
0.182,12.813
0.184,6.548
0.186,13.874
0.188,8.7298
0.19,17.876
0.192,15.663
0.194,7.598
0.196,7.976
0.198,6.4342
0.2,3.8109
0.202,17.602
0.204,23.14
0.206,16.874
0.208,-5.5524
0.21,7.8523
0.212,8.1741
0.214,20.93
0.216,18.191
0.218,13.224
0.22,2.6234
0.222,6.832
0.224,8.7815
0.226,10.923
0.228,8.7554
0.23,13.525
0.232,5.7397
0.234,1.3069
0.236,1.6075
0.238,6.666
0.24,15.044
0.242,11.739
0.244,15.646
0.246,16.979
0.248,11.993
0.25,5.2336
0.252,12.509
0.254,9.8162
0.256,17.012
0.258,8.6468
0.26,9.314
0.262,9.3407
0.264,15.718
0.266,9.8453
0.268,11.537
0.27,11.974
0.272,8.2332
0.274,-2.1583
0.276,19.426
0.278,7.6488
0.28,8.7806
0.282,3.241
0.284,5.5088
0.286,8.7463
0.288,8.4563
0.29,5.4277
0.292,26.184
0.294,17.39
0.296,17.189
0.298,7.7312
0.3,9.5791
0.302,11.27
0.304,15.058
0.306,10.889
0.308,19.607
0.31,20.949
0.312,8.7903
0.314,8.6619
0.316,15.027
0.318,19.67
0.32,26.031
0.322,9.6131
0.324,2.693
0.326,0.5656
0.328,13.607
0.33,10.279
0.332,4.5781
0.334,1.9068
0.336,12.62
0.338,10.923
0.34,11.615
0.342,1.4278
0.344,1.1737
0.346,7.451
0.348,12.732
0.35,1.458
0.352,29.072
0.354,1.8023
0.356,9.7582
0.358,16.72
0.36,7.5318
0.362,8.7597
0.364,14.319
0.366,8.536
0.368,11.021
0.37,11.487
0.372,8.1234
0.374,-2.7526
0.376,1.5171
0.378,18.515
0.38,7.283
0.382,20.724
0.384,6.8253
0.386,22.81
0.388,11.782
0.39,26.988
0.392,3.1746
0.394,12.423
0.396,5.0545
0.398,2.5015
0.4,4.4382
0.402,6.4622
0.404,9.2742
0.406,3.7044
0.408,13.063
0.41,11.804
0.412,14.506
0.414,15.041
0.416,6.8783
0.418,22.121
0.42,12.837
0.422,-2.0201
0.424,18.576
0.426,3.6986
0.428,4.5512
